Serial No,Name,University,Course,Year,Status,GRE_SCORE,Eng_test,Test_score,Undergrad_score,work_ex,Ranking
1022,Prachi-Jain,Rochester Institute of Technology,Information Science,Spring 2019 ,Interested,316,ENG TEST,0,7.8 CGPA ,37,34
1026,sadvani,Rochester Institute of Technology,Information Science,Fall 2018 ,Interested,290,TOEFL,97,55%,30,34
1027,lokesh2334,Rochester Institute of Technology,Information Science,Spring 2019 ,Interested,295,TOEFL,93,54%,41,34
1028,sisirchinferno,Rochester Institute of Technology,Information Science,Spring 2019 ,Interested,308,TOEFL,100,6.47 CGPA ,38,34
1029,Vidhyashree,Rochester Institute of Technology,Information Science,Spring 2019 ,Interested,299,TOEFL,101,9.1 CGPA ,14,34
1030,Popopo,Rochester Institute of Technology,Information Science,Fall 2018 ,Interested,304,ENG TEST,0,8.5 CGPA ,24,34
1031,Sahir003,Rochester Institute of Technology,Information Science,Fall 2018 ,Interested,314,ENG TEST,0,5.8 CGPA ,0,34
1032,Navyaa,Rochester Institute of Technology,Information Science,Fall 2018 ,Interested,285,ENG TEST,0,7.3 CGPA ,36,34
1036,AkashDwi,Rochester Institute of Technology,Information Science,Fall 2019 ,Interested,321,TOEFL,108,56.06%,7,34
1038,CkB09,Rochester Institute of Technology,Information Science,Fall 2018 ,Interested,301,ENG TEST,0,7 CGPA ,0,34
1039,cvgj,Rochester Institute of Technology,Information Science,Spring 2019 ,Interested,303,ENG TEST,0,6.99 CGPA ,0,34
1041,Rishabhpanwar05,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Applied,329,TOEFL,110,7.4 CGPA ,4,28
1042,Prakirn,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Applied,321,TOEFL,104,6.541 CGPA ,2,28
1043,Tanvi2703,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Applied,302,TOEFL,104,6.15 CGPA ,5,28
1044,kenil,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Applied,323,TOEFL,110,8.55 CGPA ,0,28
1045,hrithik,Rensselaer Polytechnic Institute,Management Information System,Fall 2017 ,Applied,312,TOEFL,91,7.22 CGPA ,30,28
1046,SarveshT,Rensselaer Polytechnic Institute,Management Information System,Spring 2017 ,Applied,334,TOEFL,115,6.99 CGPA ,60,28
1047,akshay-arora,Rensselaer Polytechnic Institute,Management Information System,Fall 2016 ,Applied,320,TOEFL,104,75%,30,28
1048,priyanshi7,Rensselaer Polytechnic Institute,Management Information System,Spring 2016 ,Applied,328,TOEFL,117,8 CGPA ,0,28
1049,akashnahata,Rensselaer Polytechnic Institute,Management Information System,Fall 2016 ,Applied,318,TOEFL,106,8.1 CGPA ,30,28
1050,hanamana,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Admit,318,TOEFL,111,6.68 CGPA ,6,28
1051,prem23,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Admit,315,TOEFL,99,7.6 CGPA ,0,28
1052,jainpeeyush2017,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Admit,322,TOEFL,107,77%,60,28
1053,anmol03,Rensselaer Polytechnic Institute,Management Information System,Fall 2017 ,Admit,327,TOEFL,104,7.28 CGPA ,9,28
1054,amolkhade,Rensselaer Polytechnic Institute,Management Information System,Fall 2016 ,Admit,324,TOEFL,106,56%,0,28
1055,sandiep321,Rensselaer Polytechnic Institute,Management Information System,Fall 2016 ,Admit,317,IELTS,7,7.7 CGPA ,34,28
1056,priyankad23,Rensselaer Polytechnic Institute,Management Information System,Fall 2016 ,Admit,315,TOEFL,107,7.71 CGPA ,0,28
1057,shraddhasubhedar,Rensselaer Polytechnic Institute,Management Information System,Fall 2016 ,Admit,320,TOEFL,113,8.14 CGPA ,0,28
1058,sagarkhasnis.stupidsid,Rensselaer Polytechnic Institute,Management Information System,"Fall 2013	 ",Admit,319,TOEFL,114,60%,30,28
1059,tanveersachdeva.stupidsid,Rensselaer Polytechnic Institute,Management Information System,Fall 2013 ,Admit,322,TOEFL,110,65%,10,28
1060,network.burner,Rensselaer Polytechnic Institute,Management Information System,Fall 2015 ,Admit,313,TOEFL,100,62%,10,28
1061,ut0501,Rensselaer Polytechnic Institute,Management Information System,Fall 2015 ,Admit,321,TOEFL,113,7 CGPA ,12,28
1062,vvega89,Rensselaer Polytechnic Institute,Management Information System,Fall 2017 ,Reject,317,IELTS,7.5,58.80%,50,28
1063,sagarsingh244,Rensselaer Polytechnic Institute,Management Information System,Fall 2016 ,Reject,320,TOEFL,101,8.36 CGPA ,0,28
1064,vini54,Rensselaer Polytechnic Institute,Management Information System,Fall 2016 ,Reject,309,TOEFL,105,7.75 CGPA ,0,28
1065,vivekku9944,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Interested,293,TOEFL,82,55%,22,28
1067,Apoorva171996,Rensselaer Polytechnic Institute,Management Information System,Spring 2019 ,Interested,302,TOEFL,100,71%,0,28
1069,Prasad M,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Interested,306,ENG TEST,0,63%,0,28
1072,dJ93,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Interested,306,TOEFL,97,8.5 CGPA ,34,28
1075,skondepudi,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Interested,297,IELTS,7,6.87 CGPA ,32,28
1079,Ankurchintu,Rensselaer Polytechnic Institute,Management Information System,Fall 2019 ,Interested,315,IELTS,7.5,60%,30,28
1080,jazz1085,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Interested,297,TOEFL,97,68%,87,28
1081,HarshVC,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Interested,300,IELTS,7,9.6 CGPA ,0,28
1082,Shashi1512,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Interested,291,TOEFL,79,6.78 CGPA ,32,28
1083,Akash Khyadi,Rensselaer Polytechnic Institute,Management Information System,Fall 2018 ,Interested,294,ENG TEST,0,6.9 CGPA ,30,28
1087,adi333,Rutgers University-New Brunswick,Information Science,Fall 2017 ,Applied,296,TOEFL,105,68%,18,12
1088,agrawal91,Rutgers University-New Brunswick,Information Science,Fall 2016 ,Applied,306,TOEFL,96,8.9 CGPA ,27,12
1089,hrgupta,Rutgers University-New Brunswick,Information Science,Fall 2018 ,Admit,310,TOEFL,107,7.39 CGPA ,14,12
1090,Amol kolhe,Rutgers University-New Brunswick,Information Science,Fall 2018 ,Admit,303,TOEFL,97,63%,37,12
1091,Pratssawant,Rutgers University-New Brunswick,Information Science,Fall 2018 ,Admit,294,TOEFL,86,74%,39,12
1092,Dipti92,Rutgers University-New Brunswick,Information Science,Fall 2018 ,Admit,301,TOEFL,88,8.6 CGPA ,55,12
1093,Kameliya,Rutgers University-New Brunswick,Information Science,Fall 2017 ,Admit,300,TOEFL,98,7.76 CGPA ,0,12
1094,vatsal16,Rutgers University-New Brunswick,Information Science,Fall 2017 ,Reject,317,TOEFL,103,8.1 CGPA ,6,12
1097,Prachi-Jain,Rutgers University-New Brunswick,Information Science,Spring 2019 ,Interested,316,ENG TEST,0,7.8 CGPA ,37,12
1098,vivekku9944,Rutgers University-New Brunswick,Information Science,Fall 2018 ,Interested,293,TOEFL,82,55%,22,12
1101,divyangmehta96,Rutgers University-New Brunswick,Information Science,Fall 2019 ,Interested,320,ENG TEST,0,6 CGPA ,11,12
1103,Vidhyashree,Rutgers University-New Brunswick,Information Science,Spring 2019 ,Interested,299,TOEFL,101,9.1 CGPA ,14,12
1105,AyushKalla,Rutgers University-New Brunswick,Information Science,Fall 2018 ,Interested,313,TOEFL,103,6.5 CGPA ,0,12
1106,Popopo,Rutgers University-New Brunswick,Information Science,Fall 2018 ,Interested,304,ENG TEST,0,8.5 CGPA ,24,12
1107,Sahir003,Rutgers University-New Brunswick,Information Science,Fall 2018 ,Interested,314,ENG TEST,0,5.8 CGPA ,0,12
1108,Keerthanasiva,Rutgers University-New Brunswick,Information Science,Spring 2018 ,Interested,304,TOEFL,90,7.5 CGPA ,22,12
1112,AkashDwi,Rutgers University-New Brunswick,Information Science,Fall 2019 ,Interested,321,TOEFL,108,56.06%,7,12
1113,Indu01,Rutgers University-New Brunswick,Information Science,Fall 2018 ,Interested,293,TOEFL,86,6.5 CGPA ,21,12
1116,bhumiii3,"Rutgers University, Newark",Management Information System,Fall 2018 ,Applied,297,TOEFL,98,6.08 CGPA ,0,35
1117,priya s,"Rutgers University, Newark",Management Information System,Fall 2018 ,Applied,304,TOEFL,102,8.5 CGPA ,52,35
1118,harsu,"Rutgers University, Newark",Management Information System,Fall 2018 ,Applied,309,TOEFL,93,7.3 CGPA ,0,35
1120,manojs,"Rutgers University, Newark",Management Information System,Fall 2018  ,Applied,302,TOEFL,98,6.6 CGPA ,18,35
1121,goelsarthak,"Rutgers University, Newark",Management Information System,Fall 2018 ,Applied,303,TOEFL,99,71.68%,40,35
1122,Thoooo,"Rutgers University, Newark",Management Information System,Fall 2018 ,Applied,316,ENG TEST,0,9.19 CGPA ,2,35
1123,dkb,"Rutgers University, Newark",Management Information System,Spring 2018 ,Applied,302,IELTS,6,8.56 CGPA ,0,35
1124,ParijaP,"Rutgers University, Newark",Management Information System,Fall 2017 ,Applied,309,TOEFL,99,69.15%,17,35
1125,dee051,"Rutgers University, Newark",Management Information System,Fall 2017 ,Applied,297,TOEFL,97,53%,0,35
1126,saptak,"Rutgers University, Newark",Management Information System,Fall 2017 ,Applied,299,TOEFL,100,55%,25,35
1127,Raj Masrani,"Rutgers University, Newark",Management Information System,Fall 2017 ,Applied,304,TOEFL,99,5.96 CGPA ,0,35
1128,kshitijsale,"Rutgers University, Newark",Management Information System,Fall 2017 ,Applied,302,TOEFL,100,60%,18,35
1129,DashDalvi,"Rutgers University, Newark",Management Information System,Fall 2017 ,Applied,310,TOEFL,100,6.5 CGPA ,4,35
1130,hranjan,"Rutgers University, Newark",Management Information System,Fall 2017 ,Applied,306,TOEFL,97,8.07 CGPA ,26,35
1131,munna463,"Rutgers University, Newark",Management Information System,Spring 2017 ,Applied,306,TOEFL,94,72.90%,12,35
1132,Sidaxelrod,"Rutgers University, Newark",Management Information System,Fall 2018 ,Applied,322,TOEFL,101,58.89%,24,35
1133,palashi19,"Rutgers University, Newark",Management Information System,Fall 2016 ,Applied,319,TOEFL,112,6 CGPA ,0,35
1134,czhirag,"Rutgers University, Newark",Management Information System,Fall 2016 ,Applied,318,TOEFL,98,63%,0,35
1135,malhota,"Rutgers University, Newark",Management Information System,Fall 2016 ,Applied,299,IELTS,7.5,78%,0,35
1136,Dhruv94,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,303,TOEFL,85,6.3 CGPA ,6,35
1137,arpita103,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,300,TOEFL,93,69.40%,82,35
1138,sailinaik,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,294,TOEFL,95,6.25 CGPA ,12,35
1139,MrPerfect ,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,294,TOEFL,90,6.6 CGPA ,0,35
1140,DivyaN21,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,298,TOEFL,95,67%,30,35
1141,shruti7,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,303,TOEFL,91,7.7 CGPA ,1,35
1142,abckfkjeso,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,303,TOEFL,0,60%,14,35
1143,Jaynee,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,293,TOEFL,95,7.3 CGPA ,33,35
1144,ReemaM,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,291,IELTS,6.5,67%,27,35
1145,Bhavesh14,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,294,TOEFL,93,54%,35,35
1146,Dipp1221,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,294,TOEFL,0,8.69 CGPA ,16,35
1147,Shveta,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,300,TOEFL,0,67%,56,35
1148,Shivam-Naik,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,295,TOEFL,0,64%,26,35
1149,DrashtiShah,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,308,TOEFL,95,3.5 CGPA ,3,35
1150,SamidhaSomu,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,297,TOEFL,101,6.8 CGPA ,19,35
1151,np-masters,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,306,TOEFL,0,64.14%,31,35
1152,Nehneh,"Rutgers University, Newark",Management Information System,Fall 2016 ,Admit,299,TOEFL,91,63.55%,32,35
1154,rmanek,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,310,TOEFL,96,56.40%,36,35
1155,Ritwin,"Rutgers University, Newark",Management Information System,Fall 2018 ,Admit,310,TOEFL,0,7.7 CGPA ,2,35
1156,kamakshi,"Rutgers University, Newark",Management Information System,Fall 2018 ,Reject,296,IELTS,6,60%,36,35
1157,Lux ,"Rutgers University, Newark",Management Information System,Fall 2018 ,Reject,310,TOEFL,107,6.71 CGPA ,12,35
1158,Proshonjit,"Rutgers University, Newark",Management Information System,Fall 2017 ,Reject,313,TOEFL,112,55%,43,35
1161,Rohan0901,"Rutgers University, Newark",Management Information System,Spring 2019 ,Interested,308,TOEFL,92,63.33%,60,35
1162,sulagna1994,"Rutgers University, Newark",Management Information System,Spring 2019 ,Interested,302,TOEFL,106,8.39 CGPA ,24,35
1166,sandeepyadav599,"Rutgers University, Newark",Management Information System,Fall 2020 ,Interested,310,TOEFL,92,5.5 CGPA ,0,35
1168,ShamsTabrez,"Rutgers University, Newark",Management Information System,Spring 2019 ,Interested,298,ENG TEST,0,67%,23,35
1169,pav1993,"Rutgers University, Newark",Management Information System,Fall 2019 ,Interested,310,TOEFL,0,8.98 CGPA ,35,35
1170,ShubhamCfc,"Rutgers University, Newark",Management Information System,Spring 2019 ,Interested,302,TOEFL,98,73%,40,35
1172,dheerajraavi,"Rutgers University, Newark",Management Information System,Spring 2019 ,Interested,303,IELTS,8,7.02 CGPA ,0,35
1173,universalen1995,"Rutgers University, Newark",Management Information System,Spring 2019 ,Interested,292,TOEFL,90,6.52 CGPA ,13,35
1175,AbhiSaurav,"Rutgers University, Newark",Management Information System,Fall 2019 ,Interested,310,ENG TEST,0,6.5 CGPA ,28,35
1176,lokesh2334,"Rutgers University, Newark",Management Information System,Spring 2019 ,Interested,295,TOEFL,93,54%,41,35
1177,Nimish18,"Rutgers University, Newark",Management Information System,Fall 2019 ,Interested,287,ENG TEST,0,59.90%,80,35
1178,diveshpatil,"Rutgers University, Newark",Management Information System,Spring 2019 ,Interested,290,ENG TEST,0,6.07 CGPA ,0,35
1180,Pravindubey,Santa Clara University,Information Systems,Fall 2018 ,Applied,289,TOEFL,102,61%,33,26
1181,sudhir rai,Santa Clara University,Information Systems,Fall 2018 ,Applied,306,IELTS,7,71.98%,48,26
1182,priyanshbendre,Santa Clara University,Information Systems,Fall 2018 ,Applied,309,TOEFL,103,69%,0,26
1183,riya22,Santa Clara University,Information Systems,Spring 2018 ,Applied,293,TOEFL,85,55%,32,26
1184,mvivekmishra,Santa Clara University,Information Systems,Fall 2017 ,Applied,295,ENG TEST,0,76.25%,60,26
1185,hrishi500,Santa Clara University,Information Systems,Fall 2017 ,Applied,309,TOEFL,107,63.92%,26,26
1186,tanmay92,Santa Clara University,Information Systems,Fall 2017 ,Applied,302,TOEFL,81,62%,24,26
1187,Ashivash,Santa Clara University,Information Systems,Fall 2017 ,Applied,305,TOEFL,102,7.56 CGPA ,53,26
1188,aishdee,Santa Clara University,Information Systems,Fall 2017 ,Applied,304,TOEFL,110,65.04%,10,26
1189,Alisha1212,Santa Clara University,Information Systems,Fall 2017 ,Applied,313,TOEFL,104,7.06 CGPA ,0,26
1190,hinatara,Santa Clara University,Information Systems,Fall 2016 ,Applied,310,TOEFL,92,69%,0,26
1191,shaan1310,Santa Clara University,Information Systems,Fall 2015 ,Applied,303,IELTS,7.5,56%,20,26
1192,abhimanyu17,Santa Clara University,Information Systems,Fall 2016 ,Applied,312,TOEFL,87,71%,30,26
1193,sahni,Santa Clara University,Information Systems,Fall 2016 ,Applied,302,ENG TEST,0,75.50%,0,26
1194,lavinakh,Santa Clara University,Information Systems,Fall 2016 ,Applied,311,TOEFL,100,0%,0,26
1195,shenoy,Santa Clara University,Information Systems,Fall 2016 ,Applied,315,TOEFL,95,54%,30,26
1196,rehan712,Santa Clara University,Information Systems,Fall 2016 ,Applied,292,TOEFL,100,2 CGPA ,0,26
1197,duvvuri,Santa Clara University,Information Systems,Fall 2015 ,Applied,275,TOEFL,80,78%,0,26
1198,viswas77,Santa Clara University,Information Systems,Spring 2016 ,Applied,319,ENG TEST,0,70%,0,26
1199,anishalamba,Santa Clara University,Information Systems,Fall 2016 ,Applied,288,ENG TEST,0,78.85%,0,26
1200,Teja K,Santa Clara University,Information Systems,Fall 2017 ,Admit,316,TOEFL,113,60%,0,26
1201,Vaishu07,Santa Clara University,Information Systems,Fall 2018 ,Admit,304,TOEFL,100,8.23 CGPA ,46,26
1202,aditi04upreti,Santa Clara University,Information Systems,Fall 2018 ,Admit,306,TOEFL,104,7.5 CGPA ,34,26
1203,rs1007,Santa Clara University,Information Systems,Fall 2018 ,Admit,298,TOEFL,104,7.23 CGPA ,7,26
1204,Mssshashi,Santa Clara University,Information Systems,Fall 2018 ,Admit,307,TOEFL,106,64%,30,26
1205,darshan bhansali,Santa Clara University,Information Systems,Fall 2018 ,Admit,301,TOEFL,92,62%,5,26
1206,Rujuta T,Santa Clara University,Information Systems,Fall 2018 ,Admit,307,TOEFL,97,72%,52,26
1207,ankurm26,Santa Clara University,Information Systems,Fall 2018 ,Admit,322,TOEFL,110,3.1 CGPA ,12,26
1208,kshitijaS,Santa Clara University,Information Systems,Fall 2018 ,Admit,301,TOEFL,100,63.40%,37,26
1209,Vedang07,Santa Clara University,Information Systems,Fall 2018 ,Admit,317,TOEFL,108,8.2 CGPA ,0,26
1210,div0724,Santa Clara University,Information Systems,Fall 2018 ,Admit,308,TOEFL,100,64%,29,26
1211,sankalp2610,Santa Clara University,Information Systems,Fall 2018 ,Admit,306,TOEFL,99,74%,0,26
1212,Kiah-kol,Santa Clara University,Information Systems,Fall 2018 ,Admit,322,TOEFL,107,74.47%,28,26
1213,AkshayBagde,Santa Clara University,Information Systems,Fall 2018 ,Admit,307,TOEFL,108,75%,0,26
1214,Shailysaigal ,Santa Clara University,Information Systems,Fall 2018 ,Admit,309,TOEFL,94,8.66 CGPA ,2,26
1215,abhijay22,Santa Clara University,Information Systems,Fall 2018 ,Admit,319,TOEFL,101,6.57 CGPA ,15,26
1216,ranitariki,Santa Clara University,Information Systems,Fall 2018 ,Admit,304,TOEFL,96,9.24 CGPA ,74,26
1217,Khush,Santa Clara University,Information Systems,Fall 2018 ,Admit,317,TOEFL,94,80%,6,26
